"Commit Hash";"MongoDB Label";"Prob. False";"Prob. True";"Classification"
a230371af696ff2eaf17c1937fb0ca62dab476d3;not_triaged;0.988;0.012;FALSE
6cd2d27dbcd1522da59b61b5aea0378f72371c7d;not_triaged;0.986;0.014;FALSE
a83b7f8120c16b346e45a47a39cdf2543f94838a;not_triaged;0.996;0.004;FALSE
283cb4e0ac9d916a981bafe1f597418c332e6148;not_triaged;0.998;0.002;FALSE
dc9ec40e350511d6f74b299cbf52b38609a5c947;not_triaged;0.998;0.002;FALSE
a83b7f8120c16b346e45a47a39cdf2543f94838a;not_triaged;0.99;0.01;FALSE
283cb4e0ac9d916a981bafe1f597418c332e6148;not_triaged;1;0;FALSE
dc9ec40e350511d6f74b299cbf52b38609a5c947;not_triaged;1;0;FALSE
a83b7f8120c16b346e45a47a39cdf2543f94838a;not_triaged;1;0;FALSE
283cb4e0ac9d916a981bafe1f597418c332e6148;not_triaged;1;0;FALSE
dc9ec40e350511d6f74b299cbf52b38609a5c947;not_triaged;0.976;0.024;FALSE
469b1101cea8cf0c5b34437cdeb391b7002f7d19;not_triaged;0.974;0.026;FALSE
dc9ec40e350511d6f74b299cbf52b38609a5c947;not_triaged;0.998;0.002;FALSE
08588bfed39c164bf5df0bd4f55f6a3aff56a17a;not_triaged;0.978;0.022;FALSE
057fff6d4dc4dc8f739abfc1e9a497ad3abb32ce;not_triaged;0.886;0.114;FALSE
129686d256d39e6eb68b62d0c169d86273bd0a5d;not_triaged;0.972;0.028;FALSE
057fff6d4dc4dc8f739abfc1e9a497ad3abb32ce;not_triaged;0.908;0.092;FALSE
08588bfed39c164bf5df0bd4f55f6a3aff56a17a;not_triaged;0.97;0.03;FALSE
057fff6d4dc4dc8f739abfc1e9a497ad3abb32ce;not_triaged;0.862;0.138;FALSE
129686d256d39e6eb68b62d0c169d86273bd0a5d;not_triaged;0.972;0.028;FALSE
a230371af696ff2eaf17c1937fb0ca62dab476d3;not_triaged;0.986;0.014;FALSE
94b923a9900f81e750e3d69dc9e27ae573fd16e6;not_triaged;0.958;0.042;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.954;0.046;FALSE
6c317bc5fa081cd800ccdc865e5775fab31b3d88;not_triaged;0.96;0.04;FALSE
5d0d19f42302f4da6c8e3abb708aefcfeae5ba96;not_triaged;0.876;0.124;FALSE
a230371af696ff2eaf17c1937fb0ca62dab476d3;not_triaged;0.988;0.012;FALSE
94b923a9900f81e750e3d69dc9e27ae573fd16e6;not_triaged;0.964;0.036;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.98;0.02;FALSE
6c317bc5fa081cd800ccdc865e5775fab31b3d88;not_triaged;0.982;0.018;FALSE
5d0d19f42302f4da6c8e3abb708aefcfeae5ba96;not_triaged;0.946;0.054;FALSE
a230371af696ff2eaf17c1937fb0ca62dab476d3;not_triaged;0.992;0.008;FALSE
64bbf9cca82f1ee041df473e253e387ddeb478b5;not_triaged;0.968;0.032;FALSE
754b0efe8549fe2d5fa2847676985709c60412a7;not_triaged;0.924;0.076;FALSE
129686d256d39e6eb68b62d0c169d86273bd0a5d;not_triaged;0.994;0.006;FALSE
a230371af696ff2eaf17c1937fb0ca62dab476d3;not_triaged;0.99;0.01;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.904;0.096;FALSE
305603193d6f3aa9020820e29af104adbb17995b;not_triaged;0.988;0.012;FALSE
cc105d1dcb60440945e3ad32ab525402cfc674fe;not_triaged;0.56;0.44;FALSE
3b6a717a226a86832979f8a5b0b8bf5eef9bb51c;not_triaged;0.738;0.262;FALSE
5a283f9b27c69cbcd6111d1a4cb1025afcc52142;not_triaged;0.948;0.052;FALSE
3b6a717a226a86832979f8a5b0b8bf5eef9bb51c;not_triaged;0.624;0.376;FALSE
5a283f9b27c69cbcd6111d1a4cb1025afcc52142;not_triaged;0.918;0.082;FALSE
3b6a717a226a86832979f8a5b0b8bf5eef9bb51c;not_triaged;0.762;0.238;FALSE
057fff6d4dc4dc8f739abfc1e9a497ad3abb32ce;not_triaged;0.992;0.008;FALSE
e92664940640287874bf6d08940df26fee7bc2b8;not_triaged;0.996;0.004;FALSE
5a283f9b27c69cbcd6111d1a4cb1025afcc52142;not_triaged;0.942;0.058;FALSE
129686d256d39e6eb68b62d0c169d86273bd0a5d;not_triaged;0.95;0.05;FALSE
469b1101cea8cf0c5b34437cdeb391b7002f7d19;not_triaged;0.98;0.02;FALSE
a230371af696ff2eaf17c1937fb0ca62dab476d3;not_triaged;1;0;FALSE
5250c2dbe338f6e72c58c91f00ba82deb644de1e;not_triaged;0.992;0.008;FALSE
1c33fbeb3c93bc71d8da370755b5bdd22d60fd8a;not_triaged;0.99;0.01;FALSE
43050f26a0f72ba67bd7c1d515cfe3d4dda4d008;not_triaged;0.924;0.076;FALSE
230067d0d9b084b619bda213b6af3b25db8b8aac;not_triaged;0.928;0.072;FALSE
736134ae7f00ea8046b43a5e4382289cda33393e;not_triaged;0.996;0.004;FALSE
129686d256d39e6eb68b62d0c169d86273bd0a5d;not_triaged;0.984;0.016;FALSE
469b1101cea8cf0c5b34437cdeb391b7002f7d19;not_triaged;0.98;0.02;FALSE
a230371af696ff2eaf17c1937fb0ca62dab476d3;not_triaged;0.998;0.002;FALSE
1c33fbeb3c93bc71d8da370755b5bdd22d60fd8a;not_triaged;0.994;0.006;FALSE
057fff6d4dc4dc8f739abfc1e9a497ad3abb32ce;not_triaged;0.998;0.002;FALSE
230067d0d9b084b619bda213b6af3b25db8b8aac;not_triaged;0.902;0.098;FALSE
736134ae7f00ea8046b43a5e4382289cda33393e;not_triaged;0.996;0.004;FALSE
129686d256d39e6eb68b62d0c169d86273bd0a5d;not_triaged;0.932;0.068;FALSE
93d51f181e657a283d3ca1acb81e7e32f0eac633;not_triaged;1;0;FALSE
31a75fa034ab929b5c0ef834fde92c845041b036;not_triaged;0.996;0.004;FALSE
dd53f7efa0b21f56188c4c058316c7cbf51bc62e;not_triaged;0.956;0.044;FALSE
057fff6d4dc4dc8f739abfc1e9a497ad3abb32ce;not_triaged;0.996;0.004;FALSE
230067d0d9b084b619bda213b6af3b25db8b8aac;not_triaged;0.904;0.096;FALSE
736134ae7f00ea8046b43a5e4382289cda33393e;not_triaged;0.966;0.034;FALSE
3b6a717a226a86832979f8a5b0b8bf5eef9bb51c;not_triaged;0.626;0.374;FALSE
5a283f9b27c69cbcd6111d1a4cb1025afcc52142;not_triaged;0.88;0.12;FALSE
305603193d6f3aa9020820e29af104adbb17995b;not_triaged;0.992;0.008;FALSE
cc105d1dcb60440945e3ad32ab525402cfc674fe;not_triaged;0.556;0.444;FALSE
3b6a717a226a86832979f8a5b0b8bf5eef9bb51c;not_triaged;0.794;0.206;FALSE
057fff6d4dc4dc8f739abfc1e9a497ad3abb32ce;not_triaged;0.994;0.006;FALSE
5a283f9b27c69cbcd6111d1a4cb1025afcc52142;not_triaged;0.954;0.046;FALSE
057fff6d4dc4dc8f739abfc1e9a497ad3abb32ce;not_triaged;0.998;0.002;FALSE
057fff6d4dc4dc8f739abfc1e9a497ad3abb32ce;not_triaged;0.99;0.01;FALSE
a230371af696ff2eaf17c1937fb0ca62dab476d3;not_triaged;0.972;0.028;FALSE
057fff6d4dc4dc8f739abfc1e9a497ad3abb32ce;not_triaged;1;0;FALSE
1544e5b6f2fea876857db0685985374a859325a1;not_triaged;1;0;FALSE
057fff6d4dc4dc8f739abfc1e9a497ad3abb32ce;not_triaged;0.996;0.004;FALSE
8c6f26fa525ea49717bb0f510c64c44e8664196e;not_triaged;0.928;0.072;FALSE
6cd2d27dbcd1522da59b61b5aea0378f72371c7d;not_triaged;0.91;0.09;FALSE
dc9ec40e350511d6f74b299cbf52b38609a5c947;not_triaged;0.85;0.15;FALSE
8c6f26fa525ea49717bb0f510c64c44e8664196e;not_triaged;0.94;0.06;FALSE
a6d55fca3a30a7f41e78904a4a851f1bd6ed8d02;not_triaged;1;0;FALSE
4d58bea897115e86b17c20a808bd392f663c2552;not_triaged;0.982;0.018;FALSE
e92664940640287874bf6d08940df26fee7bc2b8;not_triaged;0.946;0.054;FALSE
6cd2d27dbcd1522da59b61b5aea0378f72371c7d;not_triaged;0.962;0.038;FALSE
dc9ec40e350511d6f74b299cbf52b38609a5c947;not_triaged;0.968;0.032;FALSE
1b5f24626f9687032ac8f718a43ad9e220555268;not_triaged;0.664;0.336;FALSE
1b5f24626f9687032ac8f718a43ad9e220555268;not_triaged;0.93;0.07;FALSE
6c317bc5fa081cd800ccdc865e5775fab31b3d88;not_triaged;0.968;0.032;FALSE
1b5f24626f9687032ac8f718a43ad9e220555268;not_triaged;0.922;0.078;FALSE
1b5f24626f9687032ac8f718a43ad9e220555268;not_triaged;0.668;0.332;FALSE
1b5f24626f9687032ac8f718a43ad9e220555268;not_triaged;0.858;0.142;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.97;0.03;FALSE
1b5f24626f9687032ac8f718a43ad9e220555268;not_triaged;0.886;0.114;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.928;0.072;FALSE
6c317bc5fa081cd800ccdc865e5775fab31b3d88;not_triaged;0.998;0.002;FALSE
1b5f24626f9687032ac8f718a43ad9e220555268;not_triaged;0.882;0.118;FALSE
6c317bc5fa081cd800ccdc865e5775fab31b3d88;not_triaged;0.99;0.01;FALSE
1b5f24626f9687032ac8f718a43ad9e220555268;not_triaged;0.912;0.088;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.97;0.03;FALSE
a230371af696ff2eaf17c1937fb0ca62dab476d3;not_triaged;0.988;0.012;FALSE
1b5f24626f9687032ac8f718a43ad9e220555268;not_triaged;0.884;0.116;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.878;0.122;FALSE
8433bb389c0e9911fa47395bcc5daebbabefcd87;not_triaged;0.988;0.012;FALSE
057fff6d4dc4dc8f739abfc1e9a497ad3abb32ce;not_triaged;0.912;0.088;FALSE
a3e5fc87c0da7da48acaac80ebbd7b46482cbdae;not_triaged;0.75;0.25;FALSE
057fff6d4dc4dc8f739abfc1e9a497ad3abb32ce;not_triaged;0.888;0.112;FALSE
64bbf9cca82f1ee041df473e253e387ddeb478b5;not_triaged;0.73;0.27;FALSE
dd53f7efa0b21f56188c4c058316c7cbf51bc62e;not_triaged;0.916;0.084;FALSE
ab8a0797f06940df4240a39f05e0bfdcc4c59481;not_triaged;0.876;0.124;FALSE
dd53f7efa0b21f56188c4c058316c7cbf51bc62e;not_triaged;0.97;0.03;FALSE
ab8a0797f06940df4240a39f05e0bfdcc4c59481;not_triaged;0.98;0.02;FALSE
dd53f7efa0b21f56188c4c058316c7cbf51bc62e;not_triaged;0.932;0.068;FALSE
ab8a0797f06940df4240a39f05e0bfdcc4c59481;not_triaged;0.964;0.036;FALSE
dd53f7efa0b21f56188c4c058316c7cbf51bc62e;not_triaged;0.972;0.028;FALSE
ab8a0797f06940df4240a39f05e0bfdcc4c59481;not_triaged;0.974;0.026;FALSE
a6d55fca3a30a7f41e78904a4a851f1bd6ed8d02;not_triaged;0.916;0.084;FALSE
5d0d19f42302f4da6c8e3abb708aefcfeae5ba96;not_triaged;0.918;0.082;FALSE
a6d55fca3a30a7f41e78904a4a851f1bd6ed8d02;not_triaged;0.944;0.056;FALSE
5d0d19f42302f4da6c8e3abb708aefcfeae5ba96;not_triaged;0.936;0.064;FALSE
736134ae7f00ea8046b43a5e4382289cda33393e;not_triaged;0.982;0.018;FALSE
59506aadf4d3615cfa9dcebcce622718725abd10;not_triaged;0.944;0.056;FALSE
dd53f7efa0b21f56188c4c058316c7cbf51bc62e;not_triaged;0.914;0.086;FALSE
3a42f34b634eb9e5b0ccde551f6d8439ed1700c2;not_triaged;0.81;0.19;FALSE
736134ae7f00ea8046b43a5e4382289cda33393e;not_triaged;0.878;0.122;FALSE
5d0d19f42302f4da6c8e3abb708aefcfeae5ba96;not_triaged;0.964;0.036;FALSE
9fa32db73d2ccd331b7e0b871b3a4262ca9e9be0;not_triaged;0.926;0.074;FALSE
dd53f7efa0b21f56188c4c058316c7cbf51bc62e;not_triaged;0.926;0.074;FALSE
ab8a0797f06940df4240a39f05e0bfdcc4c59481;not_triaged;0.934;0.066;FALSE
dd53f7efa0b21f56188c4c058316c7cbf51bc62e;not_triaged;0.97;0.03;FALSE
ab8a0797f06940df4240a39f05e0bfdcc4c59481;not_triaged;0.97;0.03;FALSE
3b6a717a226a86832979f8a5b0b8bf5eef9bb51c;not_triaged;0.826;0.174;FALSE
ab8a0797f06940df4240a39f05e0bfdcc4c59481;not_triaged;0.874;0.126;FALSE
dd53f7efa0b21f56188c4c058316c7cbf51bc62e;not_triaged;0.926;0.074;FALSE
ab8a0797f06940df4240a39f05e0bfdcc4c59481;not_triaged;0.982;0.018;FALSE
59506aadf4d3615cfa9dcebcce622718725abd10;not_triaged;0.862;0.138;FALSE
092b9724b6c11e43a9642bd8f8283a8c1850909c;not_triaged;0.988;0.012;FALSE
59506aadf4d3615cfa9dcebcce622718725abd10;not_triaged;0.854;0.146;FALSE
1544e5b6f2fea876857db0685985374a859325a1;not_triaged;0.994;0.006;FALSE
59506aadf4d3615cfa9dcebcce622718725abd10;not_triaged;0.802;0.198;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.918;0.082;FALSE
6c317bc5fa081cd800ccdc865e5775fab31b3d88;not_triaged;0.984;0.016;FALSE
6c317bc5fa081cd800ccdc865e5775fab31b3d88;not_triaged;0.986;0.014;FALSE
59506aadf4d3615cfa9dcebcce622718725abd10;not_triaged;0.862;0.138;FALSE
757f48711f1c4aa4c4137755b5f49b333ca17cba;not_triaged;0.994;0.006;FALSE
59506aadf4d3615cfa9dcebcce622718725abd10;not_triaged;0.856;0.144;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.914;0.086;FALSE
6c317bc5fa081cd800ccdc865e5775fab31b3d88;not_triaged;0.972;0.028;FALSE
59506aadf4d3615cfa9dcebcce622718725abd10;not_triaged;0.842;0.158;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.916;0.084;FALSE
6c317bc5fa081cd800ccdc865e5775fab31b3d88;not_triaged;0.99;0.01;FALSE
59506aadf4d3615cfa9dcebcce622718725abd10;not_triaged;0.816;0.184;FALSE
59506aadf4d3615cfa9dcebcce622718725abd10;not_triaged;0.852;0.148;FALSE
1544e5b6f2fea876857db0685985374a859325a1;not_triaged;0.996;0.004;FALSE
59506aadf4d3615cfa9dcebcce622718725abd10;not_triaged;0.838;0.162;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.91;0.09;FALSE
6c317bc5fa081cd800ccdc865e5775fab31b3d88;not_triaged;0.984;0.016;FALSE
39e6121a8cb8e4507919cd1e974f8a8abf0d553d;not_triaged;0.998;0.002;FALSE
736134ae7f00ea8046b43a5e4382289cda33393e;not_triaged;0.988;0.012;FALSE
59506aadf4d3615cfa9dcebcce622718725abd10;not_triaged;0.818;0.182;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.902;0.098;FALSE
6c317bc5fa081cd800ccdc865e5775fab31b3d88;not_triaged;0.964;0.036;FALSE
4d58bea897115e86b17c20a808bd392f663c2552;not_triaged;0.962;0.038;FALSE
736134ae7f00ea8046b43a5e4382289cda33393e;not_triaged;0.976;0.024;FALSE
ff5cb77101b052fa02da43b8538093486cf9b3f7;not_triaged;0.958;0.042;FALSE
0fc497c9d6a4a30fe0624ce0d7d8f8b7428c684d;not_triaged;0.828;0.172;FALSE
3b6a717a226a86832979f8a5b0b8bf5eef9bb51c;not_triaged;0.634;0.366;FALSE
736134ae7f00ea8046b43a5e4382289cda33393e;not_triaged;0.874;0.126;FALSE
3b6a717a226a86832979f8a5b0b8bf5eef9bb51c;not_triaged;0.652;0.348;FALSE
ab8a0797f06940df4240a39f05e0bfdcc4c59481;not_triaged;0.892;0.108;FALSE
3b6a717a226a86832979f8a5b0b8bf5eef9bb51c;not_triaged;0.684;0.316;FALSE
ab8a0797f06940df4240a39f05e0bfdcc4c59481;not_triaged;0.946;0.054;FALSE
3b6a717a226a86832979f8a5b0b8bf5eef9bb51c;not_triaged;0.514;0.486;FALSE
736134ae7f00ea8046b43a5e4382289cda33393e;not_triaged;0.74;0.26;FALSE
a16bafb9a9dbc7ef2145539c110f680867a35db5;not_triaged;0.872;0.128;FALSE
08588bfed39c164bf5df0bd4f55f6a3aff56a17a;not_triaged;0.874;0.126;FALSE
0902fd0ab97ea2f9af74e1d07038294eab30fe3a;not_triaged;0.868;0.132;FALSE
0fc497c9d6a4a30fe0624ce0d7d8f8b7428c684d;not_triaged;0.756;0.244;FALSE
129686d256d39e6eb68b62d0c169d86273bd0a5d;not_triaged;0.934;0.066;FALSE
a6d55fca3a30a7f41e78904a4a851f1bd6ed8d02;not_triaged;0.626;0.374;FALSE
ab8a0797f06940df4240a39f05e0bfdcc4c59481;not_triaged;0.928;0.072;FALSE
ab8a0797f06940df4240a39f05e0bfdcc4c59481;not_triaged;0.932;0.068;FALSE
ab8a0797f06940df4240a39f05e0bfdcc4c59481;not_triaged;0.924;0.076;FALSE
dc9ec40e350511d6f74b299cbf52b38609a5c947;not_triaged;0.858;0.142;FALSE
8433bb389c0e9911fa47395bcc5daebbabefcd87;not_triaged;0.822;0.178;FALSE
ab8a0797f06940df4240a39f05e0bfdcc4c59481;not_triaged;0.772;0.228;FALSE
0902fd0ab97ea2f9af74e1d07038294eab30fe3a;not_triaged;0.854;0.146;FALSE
0fc497c9d6a4a30fe0624ce0d7d8f8b7428c684d;not_triaged;0.794;0.206;FALSE
8f37e1305d45230ae04a683f7b9dff56bd2e98ed;not_triaged;0.938;0.062;FALSE
540caebed8d24ef156f0222169e8328dcc9d5782;not_triaged;0.804;0.196;FALSE
00d613fe95f90079f9775cd25ea82d148ab0179b;not_triaged;0.854;0.146;FALSE
6cd2d27dbcd1522da59b61b5aea0378f72371c7d;not_triaged;0.8;0.2;FALSE
1b5f24626f9687032ac8f718a43ad9e220555268;not_triaged;0.942;0.058;FALSE
1b5f24626f9687032ac8f718a43ad9e220555268;not_triaged;0.978;0.022;FALSE
1b5f24626f9687032ac8f718a43ad9e220555268;not_triaged;0.974;0.026;FALSE
a230371af696ff2eaf17c1937fb0ca62dab476d3;not_triaged;0.96;0.04;FALSE
47e41c3c63a294f003c94544a20dbd865d578367;not_triaged;1;0;FALSE
0fc497c9d6a4a30fe0624ce0d7d8f8b7428c684d;not_triaged;0.902;0.098;FALSE
47e41c3c63a294f003c94544a20dbd865d578367;not_triaged;0.994;0.006;FALSE
47e41c3c63a294f003c94544a20dbd865d578367;not_triaged;0.998;0.002;FALSE
0fc497c9d6a4a30fe0624ce0d7d8f8b7428c684d;not_triaged;0.964;0.036;FALSE
3e2fc6c840201c118e5359bd0f61bacf0d438635;not_triaged;0.97;0.03;FALSE
59506aadf4d3615cfa9dcebcce622718725abd10;not_triaged;0.996;0.004;FALSE
3e2fc6c840201c118e5359bd0f61bacf0d438635;not_triaged;0.932;0.068;FALSE
335c011f5e48416ec22eebe415a66a1d9ddb1216;not_triaged;0.996;0.004;FALSE
3e2fc6c840201c118e5359bd0f61bacf0d438635;not_triaged;0.918;0.082;FALSE
59506aadf4d3615cfa9dcebcce622718725abd10;not_triaged;0.956;0.044;FALSE
08588bfed39c164bf5df0bd4f55f6a3aff56a17a;not_triaged;0.988;0.012;FALSE
3e2fc6c840201c118e5359bd0f61bacf0d438635;not_triaged;0.968;0.032;FALSE
8c0f28f029863fc38076e57c0b9d4244bc2f8c41;not_triaged;0.128;0.872;TRUE
757f48711f1c4aa4c4137755b5f49b333ca17cba;not_triaged;0.494;0.506;TRUE
469b1101cea8cf0c5b34437cdeb391b7002f7d19;not_triaged;0.994;0.006;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;1;0;FALSE
1544e5b6f2fea876857db0685985374a859325a1;not_triaged;0.976;0.024;FALSE
dc9ec40e350511d6f74b299cbf52b38609a5c947;not_triaged;1;0;FALSE
469b1101cea8cf0c5b34437cdeb391b7002f7d19;not_triaged;0.988;0.012;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;1;0;FALSE
1544e5b6f2fea876857db0685985374a859325a1;not_triaged;0.994;0.006;FALSE
5d0d19f42302f4da6c8e3abb708aefcfeae5ba96;not_triaged;0.998;0.002;FALSE
dc9ec40e350511d6f74b299cbf52b38609a5c947;not_triaged;0.996;0.004;FALSE
3e2fc6c840201c118e5359bd0f61bacf0d438635;not_triaged;0.976;0.024;FALSE
469b1101cea8cf0c5b34437cdeb391b7002f7d19;not_triaged;0.974;0.026;FALSE
3e2fc6c840201c118e5359bd0f61bacf0d438635;not_triaged;0.906;0.094;FALSE
a230371af696ff2eaf17c1937fb0ca62dab476d3;not_triaged;1;0;FALSE
6cd2d27dbcd1522da59b61b5aea0378f72371c7d;not_triaged;0.946;0.054;FALSE
3e2fc6c840201c118e5359bd0f61bacf0d438635;not_triaged;0.972;0.028;FALSE
93d51f181e657a283d3ca1acb81e7e32f0eac633;not_triaged;0.998;0.002;FALSE
40b7635321caadb7219f7d990a049a93d9776490;not_triaged;1;0;FALSE
d739233ca231e1da70243086e0edc7a9aac7a772;not_triaged;0.998;0.002;FALSE
335c011f5e48416ec22eebe415a66a1d9ddb1216;not_triaged;0.962;0.038;FALSE
6cd2d27dbcd1522da59b61b5aea0378f72371c7d;not_triaged;0.986;0.014;FALSE
3e2fc6c840201c118e5359bd0f61bacf0d438635;not_triaged;0.944;0.056;FALSE
a230371af696ff2eaf17c1937fb0ca62dab476d3;not_triaged;1;0;FALSE
6cd2d27dbcd1522da59b61b5aea0378f72371c7d;not_triaged;0.98;0.02;FALSE
3e2fc6c840201c118e5359bd0f61bacf0d438635;not_triaged;0.936;0.064;FALSE
a230371af696ff2eaf17c1937fb0ca62dab476d3;not_triaged;0.996;0.004;FALSE
40b7635321caadb7219f7d990a049a93d9776490;not_triaged;1;0;FALSE
d739233ca231e1da70243086e0edc7a9aac7a772;not_triaged;0.996;0.004;FALSE
335c011f5e48416ec22eebe415a66a1d9ddb1216;not_triaged;0.97;0.03;FALSE
6cd2d27dbcd1522da59b61b5aea0378f72371c7d;not_triaged;0.982;0.018;FALSE
3e2fc6c840201c118e5359bd0f61bacf0d438635;not_triaged;0.972;0.028;FALSE
dc9ec40e350511d6f74b299cbf52b38609a5c947;not_triaged;0.994;0.006;FALSE
22139444ca9372526900fcd454345f8c8a7f2988;not_triaged;0.968;0.032;FALSE
3e2fc6c840201c118e5359bd0f61bacf0d438635;not_triaged;0.98;0.02;FALSE
3e2fc6c840201c118e5359bd0f61bacf0d438635;not_triaged;0.988;0.012;FALSE
d739233ca231e1da70243086e0edc7a9aac7a772;not_triaged;0.998;0.002;FALSE
dc9ec40e350511d6f74b299cbf52b38609a5c947;not_triaged;0.972;0.028;FALSE
3e2fc6c840201c118e5359bd0f61bacf0d438635;not_triaged;0.944;0.056;FALSE
dc9ec40e350511d6f74b299cbf52b38609a5c947;not_triaged;1;0;FALSE
a230371af696ff2eaf17c1937fb0ca62dab476d3;not_triaged;0.99;0.01;FALSE
1b5f24626f9687032ac8f718a43ad9e220555268;not_triaged;0.992;0.008;FALSE
2b131880f5e71c733cc628a61bf34cb2f5a813ce;not_triaged;0.996;0.004;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.982;0.018;FALSE
fbdfaa2530248b18b4327527f08d83eb283f67a2;not_triaged;0.874;0.126;FALSE
a230371af696ff2eaf17c1937fb0ca62dab476d3;not_triaged;0.982;0.018;FALSE
2b131880f5e71c733cc628a61bf34cb2f5a813ce;not_triaged;0.992;0.008;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.978;0.022;FALSE
a230371af696ff2eaf17c1937fb0ca62dab476d3;not_triaged;0.986;0.014;FALSE
2b131880f5e71c733cc628a61bf34cb2f5a813ce;not_triaged;0.992;0.008;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.97;0.03;FALSE
fbdfaa2530248b18b4327527f08d83eb283f67a2;not_triaged;0.794;0.206;FALSE
736134ae7f00ea8046b43a5e4382289cda33393e;not_triaged;0.828;0.172;FALSE
a230371af696ff2eaf17c1937fb0ca62dab476d3;not_triaged;0.98;0.02;FALSE
2b131880f5e71c733cc628a61bf34cb2f5a813ce;not_triaged;0.994;0.006;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.974;0.026;FALSE
fbdfaa2530248b18b4327527f08d83eb283f67a2;not_triaged;0.962;0.038;FALSE
a6d55fca3a30a7f41e78904a4a851f1bd6ed8d02;not_triaged;0.944;0.056;FALSE
fbdfaa2530248b18b4327527f08d83eb283f67a2;not_triaged;0.964;0.036;FALSE
a6d55fca3a30a7f41e78904a4a851f1bd6ed8d02;not_triaged;0.93;0.07;FALSE
d739233ca231e1da70243086e0edc7a9aac7a772;not_triaged;0.916;0.084;FALSE
283cb4e0ac9d916a981bafe1f597418c332e6148;not_triaged;0.962;0.038;FALSE
d739233ca231e1da70243086e0edc7a9aac7a772;not_triaged;0.972;0.028;FALSE
47e41c3c63a294f003c94544a20dbd865d578367;not_triaged;0.906;0.094;FALSE
d739233ca231e1da70243086e0edc7a9aac7a772;not_triaged;0.98;0.02;FALSE
47e41c3c63a294f003c94544a20dbd865d578367;not_triaged;0.934;0.066;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.982;0.018;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.98;0.02;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.994;0.006;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.982;0.018;FALSE
dc9ec40e350511d6f74b299cbf52b38609a5c947;not_triaged;1;0;FALSE
dc9ec40e350511d6f74b299cbf52b38609a5c947;not_triaged;1;0;FALSE
dc9ec40e350511d6f74b299cbf52b38609a5c947;not_triaged;0.996;0.004;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.956;0.044;FALSE
1544e5b6f2fea876857db0685985374a859325a1;not_triaged;0.972;0.028;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.938;0.062;FALSE
335c011f5e48416ec22eebe415a66a1d9ddb1216;not_triaged;0.958;0.042;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.982;0.018;FALSE
335c011f5e48416ec22eebe415a66a1d9ddb1216;not_triaged;0.944;0.056;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.946;0.054;FALSE
335c011f5e48416ec22eebe415a66a1d9ddb1216;not_triaged;0.968;0.032;FALSE
6cd2d27dbcd1522da59b61b5aea0378f72371c7d;not_triaged;0.996;0.004;FALSE
dc9ec40e350511d6f74b299cbf52b38609a5c947;not_triaged;0.996;0.004;FALSE
dc9ec40e350511d6f74b299cbf52b38609a5c947;not_triaged;0.998;0.002;FALSE
dc9ec40e350511d6f74b299cbf52b38609a5c947;not_triaged;0.996;0.004;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.802;0.198;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.836;0.164;FALSE
68c6fbfe69283f70ff321cfaa7cb2a533747ac36;not_triaged;0.86;0.14;FALSE
